TRAIN,test/out1.jpg,RubberDuck,0.53275,0.296875,,,0.86941667,0.49479167
TRAIN,test/out2.jpg,RubberDuck,0.51941667,0.3125,,,0.85941667,0.471875
TRAIN,test/out3.jpg,RubberDuck,0.51775,0.30625,,,0.85108333,0.47083333
TRAIN,test/out4.jpg,RubberDuck,0.51108333,0.30104167,,,0.82775,0.46979167
TRAIN,test/out5.jpg,RubberDuck,0.48108333,0.3,,,0.83275,0.45729167
TRAIN,test/out6.jpg,RubberDuck,0.46941667,0.334375,,,0.78941667,0.47291667
TRAIN,test/out7.jpg,RubberDuck,0.45441667,0.334375,,,0.80275,0.49791667
TEST,test/out8.jpg,RubberDuck,0.46441667,0.36770833,,,0.80108333,0.521875
TRAIN,test/out9.jpg,RubberDuck,0.45275,0.37291667,,,0.80775,0.53645833
TRAIN,test/out9.jpg,RubberDuck,0.84775,0.040625,,,0.99941667,0.15729167
TRAIN,test/out10.jpg,RubberDuck,0.42108333,0.37708333,,,0.74608333,0.52395833
TRAIN,test/out10.jpg,RubberDuck,0.76608333,0.05208333,,,0.97441667,0.16145833
TRAIN,test/out11.jpg,RubberDuck,0.42775,0.396875,,,0.69108333,0.50833333
TEST,test/out11.jpg,RubberDuck,0.67941667,0.05208333,,,0.88775,0.175
TRAIN,test/out12.jpg,RubberDuck,0.40441667,0.43125,,,0.64275,0.534375
TRAIN,test/out12.jpg,RubberDuck,0.58441667,0.09270833,,,0.80108333,0.21145833
TRAIN,test/out13.jpg,RubberDuck,0.35941667,0.50104167,,,0.65108333,0.61041667
TRAIN,test/out13.jpg,RubberDuck,0.55941667,0.153125,,,0.76608333,0.271875
TRAIN,test/out13.jpg,RubberDuck,0.76608333,0.271875,,,0.77275,0.271875
TRAIN,test/out14.jpg,RubberDuck,0.36941667,0.56979167,,,0.65275,0.70833333
TEST,test/out14.jpg,RubberDuck,0.51941667,0.20520833,,,0.74608333,0.33645833
TRAIN,test/out15.jpg,RubberDuck,0.31275,0.62395833,,,0.64108333,0.784375
TRAIN,test/out15.jpg,RubberDuck,0.40608333,0.234375,,,0.64775,0.38854167
TRAIN,test/out16.jpg,RubberDuck,0.61608333,0.828125,,,0.61608333,0.828125
TRAIN,test/out16.jpg,RubberDuck,0.25275,0.65729167,,,0.60108333,0.82604167
TRAIN,test/out16.jpg,RubberDuck,0.25275,0.65729167,,,0.60108333,0.82604167
TRAIN,test/out16.jpg,RubberDuck,0.35941667,0.278125,,,0.58108333,0.415625
TRAIN,test/out17.jpg,RubberDuck,0.25441667,0.67708333,,,0.59941667,0.84791667
TRAIN,test/out17.jpg,RubberDuck,0.31941667,0.29270833,,,0.54108333,0.421875
TRAIN,test/out18.jpg,RubberDuck,0.24608333,0.65729167,,,0.63441667,0.83645833
TRAIN,test/out18.jpg,RubberDuck,0.28108333,0.23958333,,,0.54775,0.39270833
TEST,test/out19.jpg,RubberDuck,0.29108333,0.63958333,,,0.61941667,0.78958333
TRAIN,test/out19.jpg,RubberDuck,0.32941667,0.228125,,,0.53108333,0.36770833
TRAIN,test/out19.jpg,RubberDuck,0.32941667,0.228125,,,0.53108333,0.36770833
TRAIN,test/out20.jpg,RubberDuck,0.31941667,0.60729167,,,0.64608333,0.76145833
TRAIN,test/out20.jpg,RubberDuck,0.33775,0.21145833,,,0.55441667,0.35520833
TRAIN,test/out21.jpg,RubberDuck,0.34275,0.59270833,,,0.66941667,0.746875
TRAIN,test/out21.jpg,RubberDuck,0.37608333,0.20729167,,,0.57941667,0.34270833
TRAIN,test/out22.jpg,RubberDuck,0.38941667,0.578125,,,0.70775,0.73020833
TRAIN,test/out22.jpg,RubberDuck,0.42608333,0.215625,,,0.62608333,0.34791667
TRAIN,test/out23.jpg,RubberDuck,0.43775,0.58854167,,,0.73941667,0.73645833
TRAIN,test/out23.jpg,RubberDuck,0.49275,0.23229167,,,0.68941667,0.34791667
TRAIN,test/out24.jpg,RubberDuck,0.45941667,0.578125,,,0.75941667,0.71354167
TRAIN,test/out24.jpg,RubberDuck,0.51941667,0.21770833,,,0.74108333,0.33333333
TRAIN,test/out25.jpg,RubberDuck,0.46608333,0.56354167,,,0.77108333,0.71041667
TRAIN,test/out25.jpg,RubberDuck,0.55775,0.20833333,,,0.75941667,0.315625
TRAIN,test/out26.jpg,RubberDuck,0.49941667,0.54479167,,,0.78941667,0.67708333
TRAIN,test/out26.jpg,RubberDuck,0.59941667,0.19791667,,,0.79941667,0.30729167
TRAIN,test/out27.jpg,RubberDuck,0.49941667,0.521875,,,0.76775,0.64791667
TEST,test/out27.jpg,RubberDuck,0.60775,0.18854167,,,0.80108333,0.29895833
TRAIN,test/out28.jpg,RubberDuck,0.47275,0.50729167,,,0.70275,0.60625
TRAIN,test/out28.jpg,RubberDuck,0.57441667,0.17708333,,,0.75775,0.27708333
TRAIN,test/out29.jpg,RubberDuck,0.41941667,0.47708333,,,0.67441667,0.58020833
TRAIN,test/out29.jpg,RubberDuck,0.54941667,0.15729167,,,0.71441667,0.26458333
TEST,test/out30.jpg,RubberDuck,0.41441667,0.45625,,,0.67941667,0.56979167
TRAIN,test/out30.jpg,RubberDuck,0.53941667,0.1625,,,0.71608333,0.25729167
TRAIN,test/out31.jpg,RubberDuck,0.43775,0.459375,,,0.68608333,0.5625
TRAIN,test/out31.jpg,RubberDuck,0.55441667,0.16145833,,,0.74275,0.26145833
TRAIN,test/out32.jpg,RubberDuck,0.44275,0.453125,,,0.70608333,0.56354167
TEST,test/out32.jpg,RubberDuck,0.56775,0.17604167,,,0.74108333,0.26354167
TRAIN,test/out33.jpg,RubberDuck,0.43775,0.45208333,,,0.67775,0.559375
TRAIN,test/out33.jpg,RubberDuck,0.56441667,0.17395833,,,0.74275,0.27291667
TRAIN,test/out34.jpg,RubberDuck,0.45108333,0.44791667,,,0.68108333,0.55729167
TRAIN,test/out34.jpg,RubberDuck,0.58108333,0.17708333,,,0.74608333,0.27291667
TEST,test/out35.jpg,RubberDuck,0.46608333,0.459375,,,0.67608333,0.55520833
TRAIN,test/out35.jpg,RubberDuck,0.58608333,0.190625,,,0.74775,0.27604167
TRAIN,test/out36.jpg,RubberDuck,0.48275,0.453125,,,0.68608333,0.54791667
TRAIN,test/out36.jpg,RubberDuck,0.60941667,0.19270833,,,0.76108333,0.27604167
TRAIN,test/out37.jpg,RubberDuck,0.50608333,0.44479167,,,0.69941667,0.5375
TEST,test/out37.jpg,RubberDuck,0.63275,0.190625,,,0.78108333,0.27083333
TRAIN,test/out38.jpg,RubberDuck,0.53108333,0.42604167,,,0.72108333,0.51770833
TEST,test/out38.jpg,RubberDuck,0.65608333,0.18229167,,,0.80608333,0.26770833
TRAIN,test/out39.jpg,RubberDuck,0.54941667,0.41770833,,,0.75775,0.51770833
TEST,test/out39.jpg,RubberDuck,0.68441667,0.17916667,,,0.83108333,0.26041667
